"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50"
9.24510868545804,7.76683910243608,8.86113712822843,7.22274797846262,8.03170818812856,8.30576769533569,8.50716516689156,7.22829340455307,7.41320981926606,7.41111096538103,7.6159803551257,7.85627562662047,6.8832148516638,7.41658450326238,8.37923140014746,3.21612259743839,5.38352136689101,7.9059834374515,3.04695609005095,5.94698538383996,6.11690006094295,-0.328081743089206,7.1103538832083,6.48861597862889,8.05137630570465,3.58557086517719,2.76597708276465,2.80091075706608,2.73761266635787,5.92741164899957,3.30065239319747,7.07868683456927,3.14793798919174,5.803078581009,6.05829997914323,2.74221968981579,3.00009787470123,3.56493254734251,8.38555808628944,5.45287685761419,7.71473031638263,6.55812277589558,-0.0372401840816757,2.25631095964373,6.53652260045792,-0.0363244659252865,6.32040574638096,3.05142334694036,2.81516791133189,4.55034279624968
9.12311303588442,7.78048551743752,9.08796529349155,7.00110237731036,7.82803046192229,8.52006180219967,8.71903059101589,6.21730956173695,6.69844848029856,7.45448850081839,7.17582473494551,8.07307681641095,6.63902043369495,7.60367530323226,8.23854190167582,2.3074470143916,3.09677273599097,7.41120386764382,2.64073697094226,2.89863619837512,7.3095714392814,2.89585522614262,6.15432435817864,6.16772678718085,7.09258688008312,7.06175365270054,4.951594709505,2.5301411708277,-0.198277946991458,6.4314020495849,5.4424992729877,6.47598362614152,2.96900190106745,6.40304211017762,7.2297833880739,0.0635763823443749,2.45897280175227,0.075595310616107,7.78870822538555,3.28551506578777,7.80211196953568,6.39142071289682,-0.0158942802820882,-0.024759738290673,5.67736074552765,5.12704303114371,6.08795519710536,2.94247503209255,2.47645142871335,4.95923862234625
10.1908742493422,8.05511233222465,8.80848467471056,8.32027920152098,8.67997679900163,8.49213856118365,8.67557892122421,8.50494922298622,7.87763418833909,8.22539062402884,7.87050105015641,8.7285084987997,7.59905283113131,8.30018609740083,8.73466041429054,6.2857214469754,7.06074514512819,7.88394080056977,5.52409528801034,6.06239355619725,7.98158115902732,-0.263837010484931,7.30851955659706,6.31743310393102,8.49673186614882,6.44694171019097,3.10659567548397,6.40548145884169,2.31358515535318,7.48263522619015,6.88059705795396,7.14482317180317,5.91646800600956,6.42106035678949,6.52928276743073,-0.0177882198478184,5.95035051063845,2.74943905019166,7.76160368826914,6.89927105045498,7.28654883702907,7.05351265353039,2.42108986331061,4.28466401169632,6.78178593942393,5.76942852177261,6.88518118481642,7.18473125997372,5.7076397002762,5.76619309276182
10.0312302167482,7.57926001107342,8.55521378299212,8.31751109801828,8.67893695473769,8.20871493721081,7.63211914772025,8.76629115815514,7.43295824005206,7.86107889579882,8.02013065945793,8.5113676094279,6.89980408628047,7.99272436278725,8.74031527927497,5.7398738758747,6.96214907837731,8.300371164754,5.31644697484257,6.02027930232644,7.01393504714286,2.91996534904313,6.97557131369217,6.19900154021351,7.72370005171447,6.23939018684794,2.59648231897933,6.32294847527374,2.25991033973241,7.7307577067781,6.57466315858205,6.52401080078993,7.05579726269476,5.55636184765167,2.71090359990302,3.2380732008558,6.27080978445233,2.73065400449216,7.52460938515954,7.35286781769929,6.87949929335943,6.69314868418269,2.63801324020599,3.8762737415552,6.98770372983242,6.27544095273546,6.983766931495,7.34217213283093,5.69093602773362,6.34386152547004
9.84431630951116,7.8624587773882,8.55033548364398,9.068023574483,8.13266676400415,7.98657997740803,7.15877810695588,8.27763099269617,7.1999996587165,8.29778476896009,7.73290911985448,8.36371814750634,7.84761030901473,7.33595097303052,8.3569390659621,6.58747117078639,7.26876707004891,7.60803413453259,5.17555987362431,7.23403200422991,6.3030267921034,6.97116383554398,7.28234197153575,5.81688268172347,6.96616513820921,6.08921881307657,5.0926465081459,6.71297721180436,5.43429633424314,7.8835045372769,6.77156362984249,6.24862968433689,6.85571353998697,5.81289445355127,2.87353948675122,5.71583002778202,6.25853814653065,-0.0752406420002038,7.03562992427443,6.94045227488182,7.79093846752787,7.56006036487623,-0.123158907398662,4.41524384126241,6.7333345529716,4.95337898884625,6.83977771297375,7.25621535572266,5.78175443241577,5.96600195980457
10.4721334359938,8.13576232903018,9.06909029361433,9.5067314967488,8.67157436131751,8.86975752114197,7.72501976566643,9.28082551547078,7.61386720265501,8.84068924913224,8.62991309037905,9.01021201493333,8.10151160249521,7.27654036939646,9.0003067425329,6.89949571072644,7.55507999203046,8.72366282945618,6.1461840771344,7.67202983968434,6.35596335791694,4.75756922360545,8.20746926494509,5.43156596052744,7.72058920709932,6.43179623809114,3.84534600671648,7.2593143989558,3.29514743180501,7.18360851302516,6.9150406956951,6.89377563194126,7.1499274242079,6.44226393138003,5.63117517303968,4.28261513133317,7.65827963981314,3.31862769699203,8.09333733086753,8.46342776248554,7.40084253978412,8.12553305465386,2.52559726740432,4.42066268866247,7.04321987928387,5.92322964818367,7.43359445292259,7.8812891572334,5.65592527074031,7.03679335235073
9.76953951538088,7.5151934965002,8.94126123370392,8.50508875491789,9.15722049546246,8.51984190809191,6.88397003009561,8.98363810881524,7.19325801867862,8.04889298201511,8.29226097900493,8.42982722620657,7.3554485759672,7.26019115982593,8.82865549528856,6.2509470632847,6.63244738208152,8.21170732699979,5.1347274183884,6.7369771739744,5.18312606963338,6.69671892724626,7.35097102524306,2.88544771456495,7.0961972476056,5.70102347895361,2.74944806074158,6.80605098570873,3.09719412258777,7.40943681799327,6.66215740488857,6.69434052369329,6.72360986367097,6.41093266171844,6.33251333521589,6.38411303605305,6.74922455180573,-0.1538610191635,7.0251659041448,7.87593662668359,7.91499381401408,7.27477411285954,2.37240391745361,4.55464582874379,6.76430132284234,2.39387959629524,6.67534967351351,7.12170468194256,5.01241542778042,6.2297351265596
9.69751721082024,7.56490242718507,8.97437477570599,8.98565247276105,8.82109213636882,8.29558991552774,7.32500260236239,8.7892986221316,7.4582013741958,8.32206537634263,8.00589781248739,8.30253224256393,7.72607773955246,6.78703474606319,8.54084738144336,6.69194897779719,6.9855478866631,8.03467061903592,5.57066983018494,6.83152435574376,5.27799705006453,6.95862395563887,7.1036902068099,2.95001056909738,7.59320328500075,5.75686814804594,6.10578682124905,6.88635568520624,3.56265124105468,7.62483059047654,7.07267297678733,6.43693236859405,7.14636995516615,6.36501721524641,6.27124650576868,6.93712593632752,7.25648800056158,3.25296254545908,7.27498241938138,7.68521220650155,6.85962776799511,8.06992814443076,-0.162749650042575,4.2340554504375,6.46965119135827,4.5220376634883,6.51617442101322,7.08879430526413,5.68939567410477,5.99901918850031
10.2116610820846,8.04751129325029,9.6548709991261,9.25652028292561,8.51238459151216,8.12318676785227,7.79798846217885,8.75586604259836,7.91053461786724,9.15883187612416,8.45896457105689,8.07436727244415,8.41292938818481,6.58545654099575,8.26050556186495,7.32038204973966,7.72794292159327,8.27145042268012,6.65832477769145,7.41666960898566,5.05176371808967,8.8346606046112,7.28579557344145,-0.0601535924395655,7.2165368772215,6.51820193286983,6.98420915248368,7.5002679193869,7.00970240419258,7.58683422474875,7.39527486707021,6.95198221111745,7.67155110274062,6.8043093004971,6.75870599778266,8.17673957455594,7.7054962265526,-0.448469314737212,7.1080792765861,7.20372626142428,6.52200567738144,8.44377334807678,-0.06898546963459,5.3717725329338,6.56349916616335,5.44468695870011,6.60225464915243,8.02068713358174,6.09034889392008,6.15675072635776
10.3530429677755,7.94543272144385,9.45004117175425,9.47846868701217,9.13761081396992,8.77239446668571,8.15224806396914,9.1105038668077,7.92987009086644,9.1807582945036,8.90354220020913,8.2953292825553,8.22907611770246,6.8694340397587,8.39453527781164,7.25681302740854,7.56597799616034,8.48163172898199,6.28511220436542,7.64348355118379,5.75838466286914,8.12614845860472,7.13138421692494,-0.0852047584671609,8.35067132580136,6.55995368062834,6.52357128793308,7.66154717839237,6.96736800258869,8.04485169268587,7.61206268569376,6.92489763004517,8.10811118481018,7.18096017122106,6.89716137975418,7.6401179635055,7.4422819056313,4.0203853187031,7.56419911089475,7.57228856694681,6.34084139006444,8.45395787081004,3.3795873072249,5.75066913579724,6.9303081763078,5.51473276659171,6.98139238778048,8.29244455518673,6.68842655962001,6.37509669759577
